joint,time,angle_type,angle_deg
Body,0,roll,-6.397690529
Body,0.0333333,roll,2.023325564
Body,0.0666667,roll,0.3349374059
Body,0.1,roll,-0.5902236527
Body,0.133333,roll,-0.9542277751
Body,0.166667,roll,-1.174936241
Body,0.2,roll,-1.298487493
Body,0.233333,roll,-1.432549147
Body,0.266667,roll,-1.42698993
Body,0.3,roll,-1.569545058
Body,0.333333,roll,-1.669263408
Body,0.366667,roll,-1.616227461
Body,0.4,roll,-1.648871644
Body,0.433333,roll,-1.608247064
Body,0.466667,roll,-1.598260669
Body,0.5,roll,-1.569953606
Body,0.533333,roll,-1.475641425
Body,0.566667,roll,-1.351558243
Body,0.6,roll,-1.154403029
Body,0.633333,roll,-0.9079489893
Body,0.666667,roll,-0.7875643494
Body,0.7,roll,-0.7662772772
Body,0.733333,roll,-0.8406427654
Body,0.766667,roll,-0.7488054295
Body,0.8,roll,-0.8054397076
Body,0.833333,roll,-0.7050825227
Body,0.866667,roll,-0.7638218906
Body,0.9,roll,-0.807206477
Body,0.933333,roll,-0.9038198395
Body,0.966667,roll,-0.9154034723
Body,1,roll,-0.9689240736
Body,1.03333,roll,-0.9511441597
Body,1.06667,roll,-0.9645479921
Body,1.1,roll,-0.9410810248
Body,1.13333,roll,-0.9166859436
Body,1.16667,roll,-0.873006386
Body,1.2,roll,-0.861443602
Body,1.23333,roll,-0.86476047
Body,1.26667,roll,-0.9304882416
Body,1.3,roll,-1.041890704
Body,1.33333,roll,-1.127112597
Body,1.36667,roll,-1.142359201
Body,1.4,roll,-1.087610613
Body,1.43333,roll,-1.019529316
Body,1.46667,roll,-0.9365312811
Body,1.5,roll,-0.8142403154
Body,1.53333,roll,-0.6841558905
Body,1.56667,roll,-0.5530647177
Body,1.6,roll,-0.4871100784
Body,1.63333,roll,-0.4783362138
Body,1.66667,roll,-0.4524131234
Body,1.7,roll,-0.4734495374
Body,1.73333,roll,-0.5364076165
Body,1.76667,roll,-0.6108603315
Body,1.8,roll,-0.8038044009
Body,1.83333,roll,-1.076837955
Body,1.86667,roll,-1.420317008
Body,1.9,roll,-1.860922314
Body,1.93333,roll,-2.211976763
Body,1.96667,roll,-2.333407217
Body,2,roll,-2.06886548
Body,2.03333,roll,-1.36017161
Body,2.06667,roll,-0.4846615007
Body,2.1,roll,-0.1573067235
Body,2.13333,roll,-0.8388576012
Body,2.16667,roll,-2.22442638
Body,2.2,roll,-2.503423602
Body,2.23333,roll,-2.256164258
Body,2.26667,roll,-2.027766123
Body,2.3,roll,-0.8472516754
Body,2.33333,roll,0.7705052759
Body,2.36667,roll,2.360678712
Body,2.4,roll,2.881132867
Body,2.43333,roll,1.130102483
Body,2.46667,roll,-0.3447157027
Body,2.5,roll,0.8559208824
Body,2.53333,roll,1.841210666
Body,2.56667,roll,3.58700996
Body,2.6,roll,5.289301327
Body,2.63333,roll,6.059847536
Body,2.66667,roll,6.364792728
Body,2.7,roll,5.189275297
Body,2.73333,roll,2.242032904
Body,2.76667,roll,-1.06093963
Body,2.8,roll,-3.908810838
Body,2.83333,roll,-6.728892629
Body,2.86667,roll,-8.269887589
Body,2.9,roll,-7.348861115
Body,2.93333,roll,-6.366139411
Body,2.96667,roll,-5.728955857
Body,3,roll,-5.368924508
Body,3.03333,roll,-5.376292514
Body,3.06667,roll,-4.580488115
Body,3.1,roll,-3.88598417
Body,3.13333,roll,-3.282733968
Body,3.16667,roll,-1.603623126
Body,3.2,roll,2.748810631
Body,3.23333,roll,6.866514591
Body,3.26667,roll,7.135362126
Body,3.3,roll,4.602222685
Body,3.33333,roll,7.766271478
Body,3.36667,roll,12.10584486
Body,3.4,roll,9.880192114
Body,3.43333,roll,4.930381922
Body,3.46667,roll,0.2905708019
Body,3.5,roll,-1.79149978
Body,3.53333,roll,-1.52280498
Body,3.56667,roll,-1.130056324
Body,3.6,roll,-0.9950024131
Body,3.63333,roll,-1.423797413
Body,3.66667,roll,-2.363208091
Body,3.7,roll,-6.151423786
Body,3.73333,roll,-8.796675302
Body,3.76667,roll,-8.316617169
Body,3.8,roll,-5.208912282
Body,3.83333,roll,-2.693259699
Body,3.86667,roll,-2.831789548
Body,3.9,roll,-1.412656631
Body,3.93333,roll,2.901765209
Body,3.96667,roll,5.638537471
Body,4,roll,4.293785717
Body,4.03333,roll,3.128759429
Body,4.06667,roll,4.019537165
Body,4.1,roll,4.546001005
Body,4.13333,roll,1.967046639
Body,4.16667,roll,-1.814321134
Body,4.2,roll,-3.98743108
Body,4.23333,roll,-4.694870468
Body,4.26667,roll,-5.199598793
Body,4.3,roll,-5.908946411
Body,4.33333,roll,-6.188946412
Body,4.36667,roll,-6.036855477
Body,4.4,roll,-4.801069668
Body,4.43333,roll,-3.173564655
Body,4.46667,roll,0.161863357
Body,4.5,roll,1.893285209
Body,4.53333,roll,3.179332865
Body,4.56667,roll,2.582044555
Body,4.6,roll,1.932606299
Body,4.63333,roll,2.140441321
Body,4.66667,roll,3.40421281
Body,4.7,roll,4.962661659
Body,4.73333,roll,6.060274691
Body,4.76667,roll,5.699262007
Body,4.8,roll,5.380499633
Body,4.83333,roll,5.215739114
Body,4.86667,roll,4.630146729
Body,4.9,roll,2.39541635
Body,4.93333,roll,-0.4277051489
Body,4.96667,roll,-2.632049653
Body,5,roll,-4.409504406
Body,5.03333,roll,-6.10426644
Body,5.06667,roll,-7.587168544
Body,5.1,roll,-8.808269256
Body,5.13333,roll,-9.219543615
Body,0,pitch,-3.001976192
Body,0.0333333,pitch,-5.712722563
Body,0.0666667,pitch,-2.319106902
Body,0.1,pitch,-2.210148347
Body,0.133333,pitch,-2.311273905
Body,0.166667,pitch,-2.419219461
Body,0.2,pitch,-2.509761793
Body,0.233333,pitch,-2.602661947
Body,0.266667,pitch,-2.697874793
Body,0.3,pitch,-2.808204851
Body,0.333333,pitch,-2.872822213
Body,0.366667,pitch,-2.945371955
Body,0.4,pitch,-3.016274014
Body,0.433333,pitch,-3.132316023
Body,0.466667,pitch,-3.251148476
Body,0.5,pitch,-3.360765854
Body,0.533333,pitch,-3.533424007
Body,0.566667,pitch,-3.722437771
Body,0.6,pitch,-3.790496684
Body,0.633333,pitch,-3.805248366
Body,0.666667,pitch,-3.834023199
Body,0.7,pitch,-3.880710434
Body,0.733333,pitch,-3.927561055
Body,0.766667,pitch,-3.931271084
Body,0.8,pitch,-3.980835442
Body,0.833333,pitch,-3.974845061
Body,0.866667,pitch,-3.959435681
Body,0.9,pitch,-3.948982966
Body,0.933333,pitch,-3.902550377
Body,0.966667,pitch,-3.843389153
Body,1,pitch,-3.807097368
Body,1.03333,pitch,-3.71288939
Body,1.06667,pitch,-3.707934378
Body,1.1,pitch,-3.67756185
Body,1.13333,pitch,-3.64169604
Body,1.16667,pitch,-3.611251125
Body,1.2,pitch,-3.593752794
Body,1.23333,pitch,-3.573510721
Body,1.26667,pitch,-3.550209353
Body,1.3,pitch,-3.566530008
Body,1.33333,pitch,-3.574113499
Body,1.36667,pitch,-3.588970665
Body,1.4,pitch,-3.570806837
Body,1.43333,pitch,-3.516328983
Body,1.46667,pitch,-3.403055032
Body,1.5,pitch,-3.252520054
Body,1.53333,pitch,-3.127662393
Body,1.56667,pitch,-3.026136867
Body,1.6,pitch,-2.928774483
Body,1.63333,pitch,-2.817968358
Body,1.66667,pitch,-2.615985571
Body,1.7,pitch,-2.333649098
Body,1.73333,pitch,-2.053805945
Body,1.76667,pitch,-1.81093981
Body,1.8,pitch,-1.540611318
Body,1.83333,pitch,-1.20484142
Body,1.86667,pitch,-0.8872090344
Body,1.9,pitch,-0.5685244097
Body,1.93333,pitch,-0.1720692248
Body,1.96667,pitch,0.2817038563
Body,2,pitch,0.8826019043
Body,2.03333,pitch,1.554281347
Body,2.06667,pitch,2.037684096
Body,2.1,pitch,2.123753277
Body,2.13333,pitch,1.883651571
Body,2.16667,pitch,1.276145545
Body,2.2,pitch,1.143195406
Body,2.23333,pitch,2.071378486
Body,2.26667,pitch,2.969181411
Body,2.3,pitch,3.423832966
Body,2.33333,pitch,3.805248366
Body,2.36667,pitch,4.362951525
Body,2.4,pitch,4.406181659
Body,2.43333,pitch,3.464219217
Body,2.46667,pitch,3.355979165
Body,2.5,pitch,4.422582528
Body,2.53333,pitch,6.329438933
Body,2.56667,pitch,8.550670137
Body,2.6,pitch,9.704104964
Body,2.63333,pitch,9.527676038
Body,2.66667,pitch,9.021031257
Body,2.7,pitch,8.915056356
Body,2.73333,pitch,9.239692352
Body,2.76667,pitch,9.17387098
Body,2.8,pitch,8.228253996
Body,2.83333,pitch,7.20622368
Body,2.86667,pitch,6.571672219
Body,2.9,pitch,5.341230793
Body,2.93333,pitch,4.371812263
Body,2.96667,pitch,4.711388186
Body,3,pitch,4.593612499
Body,3.03333,pitch,2.881702795
Body,3.06667,pitch,1.841362132
Body,3.1,pitch,1.332934655
Body,3.13333,pitch,0.8826076346
Body,3.16667,pitch,0.6039488072
Body,3.2,pitch,1.379294197
Body,3.23333,pitch,3.996170556
Body,3.26667,pitch,5.533872461
Body,3.3,pitch,2.498406385
Body,3.33333,pitch,2.45763669
Body,3.36667,pitch,3.359147331
Body,3.4,pitch,4.994717719
Body,3.43333,pitch,7.317178844
Body,3.46667,pitch,8.999973023
Body,3.5,pitch,9.81380959
Body,3.53333,pitch,9.884988754
Body,3.56667,pitch,8.823955297
Body,3.6,pitch,5.829297264
Body,3.63333,pitch,3.27164773
Body,3.66667,pitch,1.941713088
Body,3.7,pitch,2.393482419
Body,3.73333,pitch,4.250098235
Body,3.76667,pitch,6.330995409
Body,3.8,pitch,8.189757863
Body,3.83333,pitch,9.907497132
Body,3.86667,pitch,8.774615876
Body,3.9,pitch,6.549871647
Body,3.93333,pitch,6.040936543
Body,3.96667,pitch,5.849397791
Body,4,pitch,2.505540782
Body,4.03333,pitch,2.107848584
Body,4.06667,pitch,3.016291227
Body,4.1,pitch,4.207221671
Body,4.13333,pitch,7.215233075
Body,4.16667,pitch,10.39946726
Body,4.2,pitch,12.61894976
Body,4.23333,pitch,15.00693752
Body,4.26667,pitch,15.83905093
Body,4.3,pitch,14.33837648
Body,4.33333,pitch,11.40167513
Body,4.36667,pitch,8.997710641
Body,4.4,pitch,6.094925174
Body,4.43333,pitch,4.237326366
Body,4.46667,pitch,3.574544055
Body,4.5,pitch,2.117154013
Body,4.53333,pitch,1.563927798
Body,4.56667,pitch,1.135178142
Body,4.6,pitch,-0.3549668135
Body,4.63333,pitch,-1.825190715
Body,4.66667,pitch,-2.250125244
Body,4.7,pitch,-1.885038879
Body,4.73333,pitch,-1.424044133
Body,4.76667,pitch,-1.309058887
Body,4.8,pitch,-1.176720308
Body,4.83333,pitch,-0.6140162444
Body,4.86667,pitch,-1.014875915
Body,4.9,pitch,-1.625745246
Body,4.93333,pitch,-2.364001255
Body,4.96667,pitch,-2.68688479
Body,5,pitch,-3.042666958
Body,5.03333,pitch,-3.435295462
Body,5.06667,pitch,-3.747609706
Body,5.1,pitch,-3.554164631
Body,5.13333,pitch,-3.244841539
Body,0,yaw,-0.2029135162
Body,0.0333333,yaw,-85.88801215
Body,0.0666667,yaw,-88.06971894
Body,0.1,yaw,-88.79965272
Body,0.133333,yaw,-89.16363669
Body,0.166667,yaw,-89.35445512
Body,0.2,yaw,-89.48179187
Body,0.233333,yaw,-89.58615336
Body,0.266667,yaw,-89.67811027
Body,0.3,yaw,-89.74641341
Body,0.333333,yaw,-89.78199236
Body,0.366667,yaw,-89.81049055
Body,0.4,yaw,-89.81862508
Body,0.433333,yaw,-89.79102749
Body,0.466667,yaw,-89.60015625
Body,0.5,yaw,-89.41062261
Body,0.533333,yaw,-89.24095259
Body,0.566667,yaw,-89.17421315
Body,0.6,yaw,-89.20827722
Body,0.633333,yaw,-89.27340938
Body,0.666667,yaw,-89.34308011
Body,0.7,yaw,-89.41773326
Body,0.733333,yaw,-89.51650166
Body,0.766667,yaw,-89.54150112
Body,0.8,yaw,-89.57224127
Body,0.833333,yaw,-89.56077246
Body,0.866667,yaw,-89.56990707
Body,0.9,yaw,-89.53868439
Body,0.933333,yaw,-89.46621325
Body,0.966667,yaw,-89.40947178
Body,1,yaw,-89.41093271
Body,1.03333,yaw,-89.4130576
Body,1.06667,yaw,-89.4916396
Body,1.1,yaw,-89.54791238
Body,1.13333,yaw,-89.60488317
Body,1.16667,yaw,-89.67198229
Body,1.2,yaw,-89.71533041
Body,1.23333,yaw,-89.74477051
Body,1.26667,yaw,-89.77563511
Body,1.3,yaw,-89.78391333
Body,1.33333,yaw,-89.79695182
Body,1.36667,yaw,-89.82697431
Body,1.4,yaw,-89.87561563
Body,1.43333,yaw,-89.92322975
Body,1.46667,yaw,-89.98044709
Body,1.5,yaw,-90.02741809
Body,1.53333,yaw,-90.08210231
Body,1.56667,yaw,-90.1056237
Body,1.6,yaw,-90.10021582
Body,1.63333,yaw,-90.11811775
Body,1.66667,yaw,-90.0989843
Body,1.7,yaw,-90.08100377
Body,1.73333,yaw,-90.07363571
Body,1.76667,yaw,-90.08230408
Body,1.8,yaw,-90.06496654
Body,1.83333,yaw,-90.0654841
Body,1.86667,yaw,-89.99541331
Body,1.9,yaw,-90.01249121
Body,1.93333,yaw,-90.05378707
Body,1.96667,yaw,-90.17029118
Body,2,yaw,-90.31202883
Body,2.03333,yaw,-90.58186764
Body,2.06667,yaw,-90.95193301
Body,2.1,yaw,-91.19586378
Body,2.13333,yaw,-91.72226364
Body,2.16667,yaw,-93.14326415
Body,2.2,yaw,-94.83721553
Body,2.23333,yaw,-96.7903843
Body,2.26667,yaw,-99.51029352
Body,2.3,yaw,-101.8725972
Body,2.33333,yaw,-102.6614215
Body,2.36667,yaw,-101.7594687
Body,2.4,yaw,-100.0568413
Body,2.43333,yaw,-99.56495485
Body,2.46667,yaw,-101.2776955
Body,2.5,yaw,-101.7168799
Body,2.53333,yaw,-101.3072418
Body,2.56667,yaw,-100.2881802
Body,2.6,yaw,-98.04122262
Body,2.63333,yaw,-95.29406512
Body,2.66667,yaw,-92.5275972
Body,2.7,yaw,-91.42477642
Body,2.73333,yaw,-90.83087169
Body,2.76667,yaw,-89.4737559
Body,2.8,yaw,-87.42163418
Body,2.83333,yaw,-86.0584318
Body,2.86667,yaw,-85.153561
Body,2.9,yaw,-83.87035129
Body,2.93333,yaw,-83.03379664
Body,2.96667,yaw,-81.03252602
Body,3,yaw,-80.60048069
Body,3.03333,yaw,-83.43856743
Body,3.06667,yaw,-87.9347491
Body,3.1,yaw,-91.05106793
Body,3.13333,yaw,-91.88827914
Body,3.16667,yaw,-91.50644845
Body,3.2,yaw,-90.24768826
Body,3.23333,yaw,-89.55791861
Body,3.26667,yaw,-91.01696247
Body,3.3,yaw,-92.67902138
Body,3.33333,yaw,-96.41521352
Body,3.36667,yaw,-96.8262134
Body,3.4,yaw,-94.69046502
Body,3.43333,yaw,-92.66579766
Body,3.46667,yaw,-91.3808053
Body,3.5,yaw,-89.95336927
Body,3.53333,yaw,-90.88461892
Body,3.56667,yaw,-91.16857536
Body,3.6,yaw,-89.73828928
Body,3.63333,yaw,-87.15715157
Body,3.66667,yaw,-84.49829168
Body,3.7,yaw,-81.794524
Body,3.73333,yaw,-79.98761032
Body,3.76667,yaw,-80.91071127
Body,3.8,yaw,-83.53243209
Body,3.83333,yaw,-87.1060806
Body,3.86667,yaw,-89.03259456
Body,3.9,yaw,-90.17289643
Body,3.93333,yaw,-91.06719756
Body,3.96667,yaw,-89.16426266
Body,4,yaw,-87.98907042
Body,4.03333,yaw,-88.91655884
Body,4.06667,yaw,-91.94536098
Body,4.1,yaw,-94.19045888
Body,4.13333,yaw,-96.01255791
Body,4.16667,yaw,-96.77524896
Body,4.2,yaw,-96.76440986
Body,4.23333,yaw,-95.88935508
Body,4.26667,yaw,-95.01164593
Body,4.3,yaw,-94.21731771
Body,4.33333,yaw,-92.27773579
Body,4.36667,yaw,-90.53646812
Body,4.4,yaw,-89.02780364
Body,4.43333,yaw,-85.35596092
Body,4.46667,yaw,-83.08034695
Body,4.5,yaw,-83.67861939
Body,4.53333,yaw,-84.89301207
Body,4.56667,yaw,-87.16673909
Body,4.6,yaw,-89.61688769
Body,4.63333,yaw,-91.71805489
Body,4.66667,yaw,-92.41502793
Body,4.7,yaw,-92.43775024
Body,4.73333,yaw,-92.91946401
Body,4.76667,yaw,-94.26334572
Body,4.8,yaw,-96.14676416
Body,4.83333,yaw,-99.16970089
Body,4.86667,yaw,-99.78791788
Body,4.9,yaw,-98.53715397
Body,4.93333,yaw,-97.03514713
Body,4.96667,yaw,-95.05390029
Body,5,yaw,-92.99722131
Body,5.03333,yaw,-91.12563131
Body,5.06667,yaw,-89.40482306
Body,5.1,yaw,-88.27108745
Body,5.13333,yaw,-86.99476846
Head,0,roll,0
Head,0.0333333,roll,1.071398261
Head,0.0666667,roll,0.2645933453
Head,0.1,roll,0.314572554
Head,0.133333,roll,0.297199992
Head,0.166667,roll,0.3786464211
Head,0.2,roll,0.3990585624
Head,0.233333,roll,0.4115737491
Head,0.266667,roll,0.3390173502
Head,0.3,roll,0.3819765188
Head,0.333333,roll,0.4712682613
Head,0.366667,roll,0.4573591295
Head,0.4,roll,0.4610356134
Head,0.433333,roll,0.3912022536
Head,0.466667,roll,0.5535091261
Head,0.5,roll,0.6479339882
Head,0.533333,roll,0.8790530795
Head,0.566667,roll,1.033299348
Head,0.6,roll,1.141749382
Head,0.633333,roll,1.146973053
Head,0.666667,roll,1.104699498
Head,0.7,roll,0.9762481313
Head,0.733333,roll,0.8270601732
Head,0.766667,roll,0.7861483342
Head,0.8,roll,0.771449158
Head,0.833333,roll,0.8262240261
Head,0.866667,roll,0.7848330806
Head,0.9,roll,0.7565901097
Head,0.933333,roll,0.7175208829
Head,0.966667,roll,0.658519005
Head,1,roll,0.6716767261
Head,1.03333,roll,0.7050083419
Head,1.06667,roll,0.6478806816
Head,1.1,roll,0.6104887368
Head,1.13333,roll,0.5627008643
Head,1.16667,roll,0.3695886667
Head,1.2,roll,0.2001235352
Head,1.23333,roll,0.1200643538
Head,1.26667,roll,0.1295478391
Head,1.3,roll,0.2893686124
Head,1.33333,roll,0.4174869557
Head,1.36667,roll,0.4888097883
Head,1.4,roll,0.5399553014
Head,1.43333,roll,0.5166073268
Head,1.46667,roll,0.5417372999
Head,1.5,roll,0.6109133239
Head,1.53333,roll,0.6533544554
Head,1.56667,roll,0.6969763034
Head,1.6,roll,0.6839846087
Head,1.63333,roll,0.6955634265
Head,1.66667,roll,0.7296178737
Head,1.7,roll,0.7784696505
Head,1.73333,roll,0.7980483174
Head,1.76667,roll,0.8748274335
Head,1.8,roll,1.028819918
Head,1.83333,roll,1.564443155
Head,1.86667,roll,2.082030646
Head,1.9,roll,2.201243668
Head,1.93333,roll,2.52843139
Head,1.96667,roll,2.912044731
Head,2,roll,2.527318354
Head,2.03333,roll,1.808653034
Head,2.06667,roll,1.571575345
Head,2.1,roll,1.777147133
Head,2.13333,roll,1.043983951
Head,2.16667,roll,-0.1027239599
Head,2.2,roll,-1.29725432
Head,2.23333,roll,-2.782785274
Head,2.26667,roll,-4.211289508
Head,2.3,roll,-5.35597509
Head,2.33333,roll,-5.980839017
Head,2.36667,roll,-5.690539481
Head,2.4,roll,-4.9578153
Head,2.43333,roll,-3.398536765
Head,2.46667,roll,-3.220429224
Head,2.5,roll,-3.977642818
Head,2.53333,roll,-4.983402042
Head,2.56667,roll,-6.594941474
Head,2.6,roll,-8.034354638
Head,2.63333,roll,-8.044547828
Head,2.66667,roll,-7.076428562
Head,2.7,roll,-5.391690044
Head,2.73333,roll,-2.890106988
Head,2.76667,roll,0.1526888187
Head,2.8,roll,3.569309863
Head,2.83333,roll,6.915231608
Head,2.86667,roll,9.393333088
Head,2.9,roll,10.71324953
Head,2.93333,roll,10.76795092
Head,2.96667,roll,10.21847944
Head,3,roll,9.110589797
Head,3.03333,roll,6.877535152
Head,3.06667,roll,4.010703533
Head,3.1,roll,2.230382207
Head,3.13333,roll,2.059632107
Head,3.16667,roll,1.662381171
Head,3.2,roll,-0.724077002
Head,3.23333,roll,-4.873325438
Head,3.26667,roll,-9.486230865
Head,3.3,roll,-13.24527243
Head,3.33333,roll,-10.84689147
Head,3.36667,roll,-8.506377447
Head,3.4,roll,-6.379440525
Head,3.43333,roll,-2.340338892
Head,3.46667,roll,1.049322641
Head,3.5,roll,1.738149211
Head,3.53333,roll,3.520949143
Head,3.56667,roll,6.360731128
Head,3.6,roll,10.24168837
Head,3.63333,roll,14.61607626
Head,3.66667,roll,17.909015
Head,3.7,roll,18.12839498
Head,3.73333,roll,17.23428699
Head,3.76667,roll,15.58757811
Head,3.8,roll,15.46663586
Head,3.83333,roll,10.9491232
Head,3.86667,roll,8.238947974
Head,3.9,roll,5.883846782
Head,3.93333,roll,3.001207337
Head,3.96667,roll,-1.08724478
Head,4,roll,-2.648957141
Head,4.03333,roll,-2.01288219
Head,4.06667,roll,-2.077014316
Head,4.1,roll,-3.486955006
Head,4.13333,roll,-2.746258289
Head,4.16667,roll,-2.096252489
Head,4.2,roll,-1.971658455
Head,4.23333,roll,-1.475903254
Head,4.26667,roll,-0.7644675623
Head,4.3,roll,-0.4561921148
Head,4.33333,roll,-0.6354531953
Head,4.36667,roll,-0.4634879305
Head,4.4,roll,0.1526371119
Head,4.43333,roll,0.2325829272
Head,4.46667,roll,0.2258955028
Head,4.5,roll,-0.763586387
Head,4.53333,roll,-2.120345321
Head,4.56667,roll,-3.881208943
Head,4.6,roll,-5.988713962
Head,4.63333,roll,-7.654991333
Head,4.66667,roll,-9.180222645
Head,4.7,roll,-10.52584642
Head,4.73333,roll,-11.10227642
Head,4.76667,roll,-10.81821032
Head,4.8,roll,-10.3137535
Head,4.83333,roll,-9.792433165
Head,4.86667,roll,-8.981635363
Head,4.9,roll,-6.675268283
Head,4.93333,roll,-3.566106049
Head,4.96667,roll,-1.115353869
Head,5,roll,1.010913806
Head,5.03333,roll,3.224395941
Head,5.06667,roll,5.390054299
Head,5.1,roll,6.982226188
Head,5.13333,roll,7.834281015
Head,0,pitch,-0
Head,0.0333333,pitch,-0.6598442416
Head,0.0666667,pitch,-0.6312575625
Head,0.1,pitch,-0.5109132368
Head,0.133333,pitch,-0.5109527724
Head,0.166667,pitch,-0.5269664538
Head,0.2,pitch,-0.5679244934
Head,0.233333,pitch,-0.6214364791
Head,0.266667,pitch,-0.7197570534
Head,0.3,pitch,-0.8038002089
Head,0.333333,pitch,-0.9467928197
Head,0.366667,pitch,-1.103871481
Head,0.4,pitch,-1.274833147
Head,0.433333,pitch,-1.373992807
Head,0.466667,pitch,-1.439048851
Head,0.5,pitch,-1.43301371
Head,0.533333,pitch,-1.442843031
Head,0.566667,pitch,-1.428526051
Head,0.6,pitch,-1.437633199
Head,0.633333,pitch,-1.417458823
Head,0.666667,pitch,-1.399376542
Head,0.7,pitch,-1.363991839
Head,0.733333,pitch,-1.301058321
Head,0.766667,pitch,-1.266626373
Head,0.8,pitch,-1.212824499
Head,0.833333,pitch,-1.194399841
Head,0.866667,pitch,-1.177293387
Head,0.9,pitch,-1.159957807
Head,0.933333,pitch,-1.139648094
Head,0.966667,pitch,-1.113711009
Head,1,pitch,-1.08642746
Head,1.03333,pitch,-1.085630905
Head,1.06667,pitch,-1.023889968
Head,1.1,pitch,-0.9723904346
Head,1.13333,pitch,-0.9159177743
Head,1.16667,pitch,-0.8482548955
Head,1.2,pitch,-0.7744104159
Head,1.23333,pitch,-0.6989284412
Head,1.26667,pitch,-0.6254187715
Head,1.3,pitch,-0.5535649103
Head,1.33333,pitch,-0.5107797323
Head,1.36667,pitch,-0.4693602432
Head,1.4,pitch,-0.4464652643
Head,1.43333,pitch,-0.4237451136
Head,1.46667,pitch,-0.418525327
Head,1.5,pitch,-0.3885657664
Head,1.53333,pitch,-0.3699407922
Head,1.56667,pitch,-0.3521294725
Head,1.6,pitch,-0.3354423493
Head,1.63333,pitch,-0.3086527112
Head,1.66667,pitch,-0.3155420579
Head,1.7,pitch,-0.3431430371
Head,1.73333,pitch,-0.3850482984
Head,1.76667,pitch,-0.4746705962
Head,1.8,pitch,-0.5845531426
Head,1.83333,pitch,-0.6760657792
Head,1.86667,pitch,-0.806831455
Head,1.9,pitch,-1.055339069
Head,1.93333,pitch,-1.339244635
Head,1.96667,pitch,-1.639037531
Head,2,pitch,-2.020966162
Head,2.03333,pitch,-2.560718971
Head,2.06667,pitch,-3.095747424
Head,2.1,pitch,-3.635363551
Head,2.13333,pitch,-4.065285528
Head,2.16667,pitch,-4.435679348
Head,2.2,pitch,-5.085630968
Head,2.23333,pitch,-5.694100925
Head,2.26667,pitch,-6.151166708
Head,2.3,pitch,-6.668459884
Head,2.33333,pitch,-7.005579638
Head,2.36667,pitch,-7.03467483
Head,2.4,pitch,-6.992244949
Head,2.43333,pitch,-6.943642935
Head,2.46667,pitch,-6.77692171
Head,2.5,pitch,-6.658884095
Head,2.53333,pitch,-6.389683752
Head,2.56667,pitch,-6.034886926
Head,2.6,pitch,-5.607536046
Head,2.63333,pitch,-5.086252208
Head,2.66667,pitch,-4.991807508
Head,2.7,pitch,-5.269774759
Head,2.73333,pitch,-5.453132832
Head,2.76667,pitch,-5.169578655
Head,2.8,pitch,-4.418565603
Head,2.83333,pitch,-3.87149912
Head,2.86667,pitch,-3.689171037
Head,2.9,pitch,-3.403548646
Head,2.93333,pitch,-2.969554334
Head,2.96667,pitch,-2.58199713
Head,3,pitch,-2.690521346
Head,3.03333,pitch,-2.967236475
Head,3.06667,pitch,-3.21025451
Head,3.1,pitch,-3.438762363
Head,3.13333,pitch,-3.911394481
Head,3.16667,pitch,-4.414370555
Head,3.2,pitch,-4.570931086
Head,3.23333,pitch,-4.173412728
Head,3.26667,pitch,-3.314151161
Head,3.3,pitch,-1.659282786
Head,3.33333,pitch,-1.424961149
Head,3.36667,pitch,-2.194036334
Head,3.4,pitch,-3.273656358
Head,3.43333,pitch,-4.783783425
Head,3.46667,pitch,-5.682936292
Head,3.5,pitch,-5.441437513
Head,3.53333,pitch,-4.926400172
Head,3.56667,pitch,-3.809606735
Head,3.6,pitch,-2.223370649
Head,3.63333,pitch,-1.126622216
Head,3.66667,pitch,-0.6731836017
Head,3.7,pitch,-1.128175232
Head,3.73333,pitch,-2.657832883
Head,3.76667,pitch,-3.173011782
Head,3.8,pitch,-3.243952028
Head,3.83333,pitch,-3.83520614
Head,3.86667,pitch,-3.893666167
Head,3.9,pitch,-2.985389346
Head,3.93333,pitch,-0.2723971941
Head,3.96667,pitch,3.473236904
Head,4,pitch,8.105947555
Head,4.03333,pitch,12.14321556
Head,4.06667,pitch,13.80675797
Head,4.1,pitch,13.61089908
Head,4.13333,pitch,13.21260201
Head,4.16667,pitch,12.02432817
Head,4.2,pitch,10.78347501
Head,4.23333,pitch,10.10606855
Head,4.26667,pitch,10.51791753
Head,4.3,pitch,10.37913774
Head,4.33333,pitch,10.21870295
Head,4.36667,pitch,10.14384177
Head,4.4,pitch,10.0929741
Head,4.43333,pitch,9.521053023
Head,4.46667,pitch,8.978625982
Head,4.5,pitch,8.5500328
Head,4.53333,pitch,7.920503813
Head,4.56667,pitch,6.807560809
Head,4.6,pitch,5.420856145
Head,4.63333,pitch,4.251793123
Head,4.66667,pitch,3.236405569
Head,4.7,pitch,1.848241191
Head,4.73333,pitch,0.6642505812
Head,4.76667,pitch,-0.1377368948
Head,4.8,pitch,-0.4854162239
Head,4.83333,pitch,-0.8411838279
Head,4.86667,pitch,-0.9595371646
Head,4.9,pitch,-0.9509989067
Head,4.93333,pitch,-1.028657741
Head,4.96667,pitch,-1.127567779
Head,5,pitch,-0.9550101662
Head,5.03333,pitch,-0.6697914586
Head,5.06667,pitch,-0.3914243191
Head,5.1,pitch,-0.3650590914
